メーンディッシュ	main|dish	M_EY1_N|D_IH1_SH
トレッカー	trekker	T_R_EH1_K_ER0
ウェブ	web	W_EH1_B
インフォメーションユーティリティー	information|utility	IH2_N_F_AO2_R_M_EY1_SH_AH0_N|Y_UW0_T_IH1_L_AH0_T_IY0
バンドエード	band|aid	B_AE1_N_D|EY1_D
プロダクトプレースメント	product|placement	P_R_AA1_D_AH0_K_T|P_L_EY1_S_M_AH0_N_T
トップライト	top|light	T_AA1_P|L_AY1_T
ハジ	hajj	HH_AE1_JH
ドローイング	drawing	D_R_AO1_IH0_NG
エヴリバディ	everybody	EH1_V_R_IY0_B_AA2_D_IY0
ロードマップ	road|map	R_OW1_D|M_AE1_P
プル	pull	P_UH1_L
ボイストレーニング	voice|training	V_OY1_S|T_R_EY1_N_IH0_NG
クイック	quick	K_W_IH1_K
データホルダー	data|holder	D_EY1_T_AH0|HH_OW1_L_D_ER0
クロマトグラフィー	chromatography	K_R_OW0_M_AH0_T_AA1_G_R_AH0_F_IY0
アガナイズ	agonize	AE1_G_AH0_N_AY2_Z
コーラルリング	coral|ring	K_AO1_R_AH0_L|R_IH1_NG
シミュレーションゲーム	simulation|game	S_IH2_M_Y_AH0_L_EY1_SH_AH0_N|G_EY1_M
スプリントカー	sprint|car	S_P_R_IH1_N_T|K_AA1_R
アカムパニメント	accompaniment	AH0_K_AH1_M_P_N_IH0_M_AH0_N_T
ラビットパンチ	rabbit|punch	R_AE1_B_AH0_T|P_AH1_N_CH
ソーマ	soma	S_OW1_M_AA0
ホームバー	home|bar	HH_OW1_M|B_AA1_R
レアケース	rare|case	R_EH1_R|K_EY1_S
ビニルシート	vinyl|sheet	V_AY1_N_AH0_L|SH_IY1_T
スイミングプール	swimming|pool	S_W_IH1_M_IH0_NG|P_UW1_L
ボーンチャイナ	bone|china	B_OW1_N|CH_AY1_N_AH0
シュアー	sure	SH_UH1_R
ジンス	jeans	JH_IY1_N_Z
ソシアリスト	socialist	S_OW1_SH_AH0_L_IH0_S_T
レーザープリンター	laser|printer	L_EY1_Z_ER0|P_R_IH1_N_T_ER0
ピックフィルタ	pick|filter	P_IH1_K|F_IH1_L_T_ER0
ハヴァナ	havana	HH_AH0_V_AE1_N_AH0
チームメート	teammate	T_IY1_M_EY2_T
メモリアルパーク	memorial|park	M_AH0_M_AO1_R_IY0_AH0_L|P_AA1_R_K
カミン	kamin	K_AA1_M_IY0_N
ハニカム	honeycomb	HH_AH1_N_IY0_K_OW2_M
リテイク	retake	R_IY1_T_EY1_K
ミュージックホール	music|hall	M_Y_UW1_Z_IH0_K|HH_AO1_L
クリティカルパス	critical|path	K_R_IH1_T_IH0_K_AH0_L|P_AE1_TH
フューエル	fuel	F_Y_UW1_AH0_L
オーガナイズ	organize	AO1_R_G_AH0_N_AY2_Z
ボス	boss	B_AA1_S
フィッシュミール	fish|meal	F_IH1_SH|M_IY1_L
アウトフィット	outfit	AW1_T_F_IH2_T
ティシュー	tissue	T_IH1_S_Y_UW2
アメーバ	amoeba	AH0_M_IY1_B_AH0
リバイブショップ	revive|shop	R_IH0_V_AY1_V|SH_AA1_P
ケーススタディ	case|study	K_EY1_S|S_T_AH1_D_IY0
フレア	flare	F_L_EH1_R
ロケート	locate	L_OW1_K_EY2_T
パーティー	party	P_AA1_R_T_IY0
チョコレートファウンテン	chocolate|fountain	CH_AO1_K_L_AH0_T|F_AW1_N_T_AH0_N
ダイナミックレンジ	dynamic|range	D_AY0_N_AE1_M_IH0_K|R_EY1_N_JH
ライトボタン	light|button	L_AY1_T|B_AH1_T_AH0_N
ベンド	bend	B_EH1_N_D
パロール	parole	P_ER0_OW1_L
スタテル	stater	S_T_EY1_T_ER0
チッカー	ticker	T_IH1_K_ER0
シロシビン	psilocybin	S_AY2_L_AH0_S_AY1_B_AH0_N
インターネットサービスプロバイダー	internet|service|provider	IH1_N_T_ER0_N_EH2_T|S_ER1_V_AH0_S|P_R_AH0_V_AY1_D_ER0
エルニニョ	el|nino	EH1_L|N_IY1_N_OW0
ツーアウト	two|out	T_UW1|AW1_T
ロックスター	rock|star	R_AA1_K|S_T_AA1_R
ライヴハウス	live|house	L_AY1_V|HH_AW1_S
タイプライター	typewriter	T_AY1_P_R_AY2_T_ER0
ラッグ	rug	R_AH1_G
ローヤルゼリー	royal|jelly	R_OY1_AH0_L|JH_EH1_L_IY0
クランベリー	cranberry	K_R_AE1_N_B_EH2_R_IY0
スタック	stack	S_T_AE1_K
テリトリー	territory	T_EH1_R_IH0_T_AO2_R_IY0
エッセンス	essence	EH1_S_AH0_N_S
ラインフィード	line|feed	L_AY1_N|F_IY1_D
サイキック	psychic	S_AY1_K_IH0_K
インキュベーター	incubator	IH1_NG_K_Y_AH0_B_EY2_T_ER0
ネットスケープ	netscape	N_EH1_T_S_K_EY2_P
サインレンゲージ	sign|language	S_AY1_N|L_AE1_NG_G_W_AH0_JH
ショートメール	short|mail	SH_AO1_R_T|M_EY1_L
ロリス	loris	L_AO1_R_IH0_S
アールブリュット	art|brut	AA1_R_T|B_R_UW1_T
カラーギャング	color|gang	K_AH1_L_ER0|G_AE1_NG
オーバーフェンス	over|face	OW1_V_ER0|F_EY1_S
リバーブ	reverb	R_IY0_V_ER1_B
ポイントカード	point|card	P_OY1_N_T|K_AA1_R_D
ケトル	kettle	K_EH1_T_AH0_L
スポーツジム	sports|gym	S_P_AO1_R_T_S|JH_IH1_M
ヤーヴェ	yahweh	Y_AA1_W_EH2
チャオ	ciao	CH_AW1
グー	good	G_UH1_D
クリスマスカロル	christmas|carol	K_R_IH1_S_M_AH0_S|K_AE1_R_AH0_L
ルタバガ	rutabaga	R_UW1_T_AH0_B_EY0_G_AH0
ミュージカルショー	musical|show	M_Y_UW1_Z_IH0_K_AH0_L|SH_OW1
メディカルツーリズム	medical|tourism	M_EH1_D_AH0_K_AH0_L|T_UH1_R_IH2_Z_AH0_M
スタティックラム	static|ram	S_T_AE1_T_IH0_K|R_AE1_M
テクノロジーギャップ	technology|gap	T_EH0_K_N_AA1_L_AH0_JH_IY0|G_AE1_P
クーリングファン	cooling|fan	K_UW1_L_IH0_NG|F_AE1_N
メタボリック	metabolic	M_EH2_T_AH0_B_AA1_L_IH0_K
プロトコルスイート	protocol|suite	P_R_OW1_T_AH0_K_AA2_L|S_W_IY1_T
インジゴカルミン	indigo|carmine	IH1_N_D_AH0_G_OW2|K_AA1_R_M_AY2_N
ドラムマシーン	drum|machine	D_R_AH1_M|M_AH0_SH_IY1_N
コールドカラー	cold|colour	K_OW1_L_D|K_AH1_L_ER0
アイスプディング	ice|pudding	AY1_S|P_UH1_D_IH0_NG
キャラクタディスプレイ	character|display	K_EH1_R_IH0_K_T_ER0|D_IH0_S_P_L_EY1
カレッジレベル	college|level	K_AA1_L_IH0_JH|L_EH1_V_AH0_L
ユリア	urea	Y_ER0_IY1_AH0
カラライゼーション	colorization	K_AH2_L_ER0_AH0_Z_EY1_SH_AH0_N
ウオーミングアップ	warming|up	W_AO1_R_M_IH0_NG|AH1_P
インタフェス	interface	IH1_N_T_ER0_F_EY2_S
スライディングタックル	sliding|tackle	S_L_AY1_D_IH0_NG|T_AE1_K_AH0_L
ディダクション	deduction	D_IH0_D_AH1_K_SH_AH0_N
フィジカルプロテクション	physical|protection	F_IH1_Z_IH0_K_AH0_L|P_R_AH0_T_EH1_K_SH_AH0_N
エイム	aim	EY1_M
レイト	rate	R_EY1_T
グラスステージ	glass|stage	G_L_AE1_S|S_T_EY1_JH
クラシックライフ	classic|life	K_L_AE1_S_IH0_K|L_AY1_F
ユーティリティプログラム	utility|program	Y_UW0_T_IH1_L_AH0_T_IY0|P_R_OW1_G_R_AE2_M
ミトコンドリア	mitochondria	M_AY2_T_AH0_K_AA1_N_D_R_IY0_AH0
ピンチヒッター	pinch|hitter	P_IH1_N_CH|HH_IH1_T_ER0
スパイ	spy	S_P_AY1
パンケーキレンズ	pancake|lens	P_AE1_N_K_EY2_K|L_EH1_N_Z
フラン	flan	F_L_AE1_N
アナログディスプレイ	analog|display	AE1_N_AH0_L_AO2_G|D_IH0_S_P_L_EY1
ウォール	wall	W_AO1_L
メーンポール	main|pole	M_EY1_N|P_OW1_L
ベクトルラベル	vector|label	V_EH1_K_T_ER0|L_EY1_B_AH0_L
ジンフィズ	gin|fizz	JH_IH1_N|F_IH1_Z
シグナリングメッセージ	signalling|message	S_IH1_G_N_AH0_L_IH0_NG|M_EH1_S_AH0_JH
ストレスコントロール	stress|control	S_T_R_EH1_S|K_AH0_N_T_R_OW1_L
タールサンド	tar|sand	T_AA1_R|S_AE1_N_D
ロールクラッシャー	roll|crusher	R_OW1_L|K_R_AH1_SH_ER0
インフォメーションプロセッシング	information|processing	IH2_N_F_AO2_R_M_EY1_SH_AH0_N|P_R_AA1_S_EH0_S_IH0_NG
ファイティングポーズ	fighting|pose	F_AY1_T_IH0_NG|P_OW1_Z
パワーセンター	power|center	P_AW1_ER0|S_EH1_N_T_ER0
ガレージセール	garage|sale	G_ER0_AA1_ZH|S_EY1_L
エンゼルフィシュ	angelfish	EY1_N_JH_AH0_L_F_IH2_SH
ルーズ	loose	L_UW1_S
ウエンズデー	wednesday	W_EH1_N_Z_D_IY0
ロードミラー	road|mirror	R_OW1_D|M_IH1_R_ER0
イースタエッグ	easter|egging	IY1_S_T_ER0|EH1_G_IH0_NG
ブラックフライデー	black|friday	B_L_AE1_K|F_R_AY1_D_IY0
アストゥラノマ	astronomer	AH0_S_T_R_AA1_N_AH0_M_ER0
スクエアダンス	square|dance	S_K_W_EH1_R|D_AE1_N_S
トミーガン	tommy|gun	T_AA1_M_IY0|G_AH1_N
ニーリングチェア	kneeling|chair	N_IY1_L_IH0_NG|CH_EH1_R
ドラッグデリバリーシステム	drug|delivery|system	D_R_AH1_G|D_IH0_L_IH1_V_ER0_IY0|S_IH1_S_T_AH0_M
アングロ	anglo	AE1_NG_G_L_OW0
メディシン	medicine	M_EH1_D_AH0_S_AH0_N
ディファレンシャル	differential	D_IH2_F_ER0_EH1_N_SH_AH0_L
キャンドルスティック	candlestick	K_AE1_N_D_AH0_L_S_T_IH2_K
アシュアランス	assurance	AH0_SH_UH1_R_AH0_N_S
リビングテーブル	coffee|table	K_AA1_F_IY0|T_EY1_B_AH0_L
トラブルショット	trouble|shot	T_R_AH1_B_AH0_L|SH_AA1_T
セカンダリキャッシュ	secondary|cache	S_EH1_K_AH0_N_D_EH2_R_IY0|K_AE1_SH
ルーフガーデン	roof|garden	R_UW1_F|G_AA1_R_D_AH0_N
ワンフロア	one|floor	W_AH1_N|F_L_AO1_R
グリップ	grip	G_R_IH1_P
テレコミューティング	telecommuting	T_EH0_L_AH0_K_AH0_M_Y_UW1_T_IH0_NG
ニューススプール	news|spool	N_UW1_Z|S_P_UW1_L
モックアップ	mock|up	M_AA1_K|AH1_P
レインジャー	ranger	R_EY1_N_JH_ER0
アンダーシャツ	undershirt	AH1_N_D_ER0_SH_ER2_T
シェービング	shaving	SH_EY1_V_IH0_NG
パイロットテスト	pilot|test	P_AY1_L_AH0_T|T_EH1_S_T
フラッド	flood	F_L_AH1_D
カズン	cousin	K_AH1_Z_AH0_N
ポスティング	posting	P_OW1_S_T_IH0_NG
セミリタイヤ	semi|retire	S_EH1_M_IY0|R_IY0_T_AY1_ER0
フォーマル	formal	F_AO1_R_M_AH0_L
デテール	detail	D_IH0_T_EY1_L
ヴィー	vie	V_AY1
トレーニングマシン	training|machine	T_R_EY1_N_IH0_NG|M_AH0_SH_IY1_N
ドミトリー	dormitory	D_AO1_R_M_AH0_T_AO2_R_IY0
コントロールタワー	control|tower	K_AH0_N_T_R_OW1_L|T_AW1_ER0
オークション	auction	AA1_K_SH_AH0_N
ストライプ	stripe	S_T_R_AY1_P
ハンディクリーナー	handy|cleaner	HH_AE1_N_D_IY0|K_L_IY1_N_ER0
クリスマスパーティ	christmas|party	K_R_IH1_S_M_AH0_S|P_AA1_R_T_IY0
スリム	slim	S_L_IH1_M
センド	send	S_EH1_N_D
メタタグ	meta|tag	M_IY1_T_AH0|T_AE1_G
スエット	sweat	S_W_EH1_T
シームレスストッキング	seamless|stocking	S_IY1_M_L_AH0_S|S_T_AA1_K_IH0_NG
ビデオキャプチャ	video|capture	V_IH1_D_IY0_OW0|K_AE1_P_CH_ER0
シック	chic	SH_IY1_K
ブラザヴィル	brazzaville	B_R_AE1_Z_AH0_V_IH0_L
プロスチチュウト	prostitute	P_R_AA1_S_T_AH0_T_UW2_T
コンファタブル	comfortable	K_AH1_M_F_ER0_T_AH0_B_AH0_L
シェイピング	shaping	SH_EY1_P_IH0_NG
チューバ	tuba	T_UW1_B_AH0
セルポインタ	cell|pointer	S_EH1_L|P_OY1_N_T_ER0
デキシーランドジャズ	dixieland|jazz	D_IH1_K_S_IY0_L_AE2_N_D|JH_AE1_Z
アイスバー	ice|bar	AY1_S|B_AA1_R
ヒンドゥ	hindu	HH_IH1_N_D_UW2
リフレクト	reflect	R_AH0_F_L_EH1_K_T
キャプチャ	capture	K_AE1_P_CH_ER0
マイクロフォン	microphone	M_AY1_K_R_AH0_F_OW2_N
ノーブレッシング	no|breathing	N_OW1|B_R_IY1_DH_IH0_NG
エンベロープ	envelope	EH1_N_V_AH0_L_OW2_P
ラップミュージック	rap|music	R_AE1_P|M_Y_UW1_Z_IH0_K
ソーヴィニョンブラン	sauvignon|blanc	S_AO2_V_IH1_N_Y_AA0_N|B_L_AE1_NG_K
システムパラメーター	system|parameter	S_IH1_S_T_AH0_M|P_ER0_AE1_M_AH0_T_ER0
プレヤデス	pleiades	P_L_IY1_AH0_D_IY2_Z
ローヤルアンテロープ	royal|antelope	R_OY1_AH0_L|AE1_N_T_AH0_L_OW2_P
フォーマッティング	formatting	F_AO1_R_M_AE2_T_IH0_NG
ファイティングスピリット	fighting|spirit	F_AY1_T_IH0_NG|S_P_IH1_R_AH0_T
コマーシャルパッケージ	commercial|package	K_AH0_M_ER1_SH_AH0_L|P_AE1_K_AH0_JH
ベビーシッター	baby-sitter	B_EY1_B_IY0_S_IH2_T_ER0
マソヒズム	masochism	M_AE1_S_AH0_K_IH0_Z_AH0_M
メリージェーン	mary|jane	M_EH1_R_IY0|JH_EY1_N
テクノロジーアセスメント	technology|assessment	T_EH0_K_N_AA1_L_AH0_JH_IY0|AH0_S_EH1_S_M_AH0_N_T
フルーツ	fruit	F_R_UW1_T
コンベヤーシステム	conveyor|system	K_AH0_N_V_EY1_ER0|S_IH1_S_T_AH0_M
ジョブエントリシステム	job|entry|system	JH_AA1_B|EH1_N_T_R_IY0|S_IH1_S_T_AH0_M
プレーイングマネジャー	playing|manager	P_L_EY1_IH0_NG|M_AE1_N_AH0_JH_ER0
トリトン	triton	T_R_AY1_T_AH0_N
ローカルニュース	local|news	L_OW1_K_AH0_L|N_UW1_Z
ミニコンピューター	mini|computer	M_IH1_N_IY0|K_AH0_M_P_Y_UW1_T_ER0
オリエンタル	oriental	AO2_R_IY0_EH1_N_T_AH0_L
ローレライ	lorelei	L_AO1_R_IH0_L_AY2
アプリケーションサーバー	application|server	AE2_P_L_AH0_K_EY1_SH_AH0_N|S_ER1_V_ER0
ドレッサージュ	dressage	D_R_EH0_S_AA1_ZH
セービンワクチン	sabin|vaccine	S_EY1_B_IH0_N|V_AE2_K_S_IY1_N
ノバ	nova	N_OW1_V_AH0
ピザパーラー	pizza|parlor	P_IY1_T_S_AH0|P_AA1_R_L_ER0
オーバードラフト	overdraft	OW1_V_ER0_D_R_AE2_F_T
スノーボーダー	snowboarder	S_N_OW1_B_AO2_R_D_ER0
ビディオウ	video	V_IH1_D_IY0_OW0
スエットスーツ	sweatsuit	S_W_EH1_T_S_UW2_T
ダイアネティクス	dianetics	D_AY2_AH0_N_EH1_T_IH0_K_S
ハーレクイン	harlequin	HH_AA1_R_L_AH0_K_W_AH0_N
ブロウジョブ	blow|job	B_L_OW1|JH_AA1_B
アーティザン	artisan	AA1_R_T_IH0_Z_AH0_N
ウィローグリーン	willow|green	W_IH1_L_OW2|G_R_IY1_N
バトンパス	baton|pass	B_AH0_T_AA1_N|P_AE1_S
メイルボックス	mailbox	M_EY1_L_B_AA2_K_S
イミグレーション	immigration	IH2_M_AH0_G_R_EY1_SH_AH0_N
サンタクロース	santa|claus	S_AE1_N_T_AH0|K_L_AO1_Z
リビングセット	living|set	L_IH1_V_IH0_NG|S_EH1_T
ディスティネーション	destination	D_EH2_S_T_AH0_N_EY1_SH_AH0_N
グワッシュ	gash	G_AE1_SH
ニューロン	neuron	N_UH1_R_AA0_N
プラネタリーバウンダリー	planetary|boundary	P_L_AE1_N_AH0_T_EH2_R_IY0|B_AW1_N_D_ER0_IY0
スライドプロジェクター	slide|projector	S_L_AY1_D|P_R_AA0_JH_EH1_K_T_ER0
マントル	mantle	M_AE1_N_T_AH0_L
メディカルテクノロジスト	medical|technologist	M_EH1_D_AH0_K_AH0_L|T_EH2_K_N_AA1_L_AH0_JH_IH0_S_T
マゼンタ	magenta	M_AH0_JH_EH1_N_T_AH0
デューディリジェンス	due|diligence	D_UW1|D_IH1_L_IH0_JH_AH0_N_S
ワイルドカード	wild|card	W_AY1_L_D|K_AA1_R_D
マタニティードレス	maternity|dress	M_AH0_T_ER1_N_IH0_T_IY0|D_R_EH1_S
カスタマサービス	customer|service	K_AH1_S_T_AH0_M_ER0|S_ER1_V_AH0_S
ウィンドードレッシング	window|dressing	W_IH1_N_D_OW0|D_R_EH1_S_IH0_NG
ハーフメイド	half|made	HH_AE1_F|M_EY1_D
マーシャルアーツ	martial|arts	M_AA1_R_SH_AH0_L|AA1_R_T_S
カスタム	custom	K_AH1_S_T_AH0_M
スクェアー	square	S_K_W_EH1_R
ジョイントコンサート	joint|concert	JH_OY1_N_T|K_AA1_N_S_ER0_T
コック	kok	K_AA1_K
クルーソー	crusoe	K_R_UW1_S_OW0
マスクロム	mask|rom	M_AE1_S_K|R_AA1_M
シークタイム	seek|time	S_IY1_K|T_AY1_M
メッセンジャー	messenger	M_EH1_S_AH0_N_JH_ER0
ポップコーン	popcorn	P_AA1_P_K_AO2_R_N
ポラリス	polaris	P_OW0_L_EH1_R_AH0_S
フロッピーインファント	floppy|infant	F_L_AA1_P_IY0|IH1_N_F_AH0_N_T
カシミール	kashmir	K_AE1_SH_M_IH0_R
エステティク	aesthetic	EH0_S_TH_EH1_T_IH0_K
クラム	clam	K_L_AE1_M
リキッドアイライナー	liquid|eyeliner	L_IH1_K_W_AH0_D|AY1_L_AY2_N_ER0
プライベートエクイティ	private|equity	P_R_AY1_V_AH0_T|EH1_K_W_AH0_T_IY0
モンスターカスタマー	monster|customer	M_AA1_N_S_T_ER0|K_AH1_S_T_AH0_M_ER0
ハーフハイト	half|height	HH_AE1_F|HH_AY1_T
バランス	balance	B_AE1_L_AH0_N_S
コミュニケート	communicate	K_AH0_M_Y_UW1_N_AH0_K_EY2_T
ゲリラ	guerrilla	G_ER0_IH1_L_AH0
アキシャル	axial	AE1_K_S_IY0_AH0_L
エンジンオイル	engine|oil	EH1_N_JH_AH0_N|OY1_L
コーナーワーク	corner|work	K_AO1_R_N_ER0|W_ER1_K
シープラスプラス	c|plus|plus	S_IY1|P_L_AH1_S|P_L_AH1_S
ワウフラッター	wow|flutter	W_AW1|F_L_AH1_T_ER0
オイルヒーター	oil|heater	OY1_L|HH_IY1_T_ER0
ストリッパー	stripper	S_T_R_IH1_P_ER0
トラッククレーン	truck|crane	T_R_AH1_K|K_R_EY1_N
ビア	bier	B_IY1_R
クロスレファレンス	cross|reference	K_R_AO1_S|R_EH1_F_ER0_AH0_N_S
フリーソフトウェア	free|software	F_R_IY1|S_AO1_F_T_W_EH2_R
オクトパス	octopus	AA1_K_T_AH0_P_UH2_S
ボトラー	bottler	B_AA1_T_L_ER0
コンピューター	computer	K_AH0_M_P_Y_UW1_T_ER0
テープレコーダ	tape|recorder	T_EY1_P|R_IH0_K_AO1_R_D_ER0
メッセージカード	message|card	M_EH1_S_AH0_JH|K_AA1_R_D
カッティングボード	cutting|board	K_AH1_T_IH0_NG|B_AO1_R_D
ヌーディスト	nudist	N_UW1_D_IH0_S_T
アメイジング	amazing	AH0_M_EY1_Z_IH0_NG
アラビアコーヒー	arabia|coffee	AH0_R_EY1_B_IY0_AH0|K_AA1_F_IY0
ルイジアナ	louisiana	L_UW0_IY2_Z_IY0_AE1_N_AH0
コサージ	corsage	K_AO0_R_S_AA1_ZH
マジョリティー	majority	M_AH0_JH_AO1_R_AH0_T_IY0
シャンプーハット	shampoo|hat	SH_AE0_M_P_UW1|HH_AE1_T
シューター	shooter	SH_UW1_T_ER0
ラインカード	line|card	L_AY1_N|K_AA1_R_D
ドライブレコーダー	drive|recorder	D_R_AY1_V|R_IH0_K_AO1_R_D_ER0
グレーハウンド	greyhound	G_R_EY1_HH_AW2_N_D
アヴェニュ	avenue	AE1_V_AH0_N_UW2
ロールボストン	roll|boston	R_OW1_L|B_AA1_S_T_AH0_N
パーム	palm	P_AA1_M
ルパン	lupin	L_UW1_P_AH0_N
セックスワーク	sex|work	S_EH1_K_S|W_ER1_K
ナビゲーションシステム	navigation|system	N_AE1_V_AH0_G_EY1_SH_AH0_N|S_IH1_S_T_AH0_M
バーチュー	virtue	V_ER1_CH_UW0
カレンダ	calendar	K_AE1_L_AH0_N_D_ER0
カイロプラクティック	chiropractic	K_AY2_R_OW0_P_R_AE1_K_T_IH0_K
バンパイア	vampire	V_AE1_M_P_AY0_R
サバイバーズギルト	survivor's|guilt	S_ER0_V_AY1_V_ER0_Z|G_IH1_L_T
シティホテル	city|hotel	S_IH1_T_IY0|HH_OW0_T_EH1_L
プレースポット	play|spot	P_L_EY1|S_P_AA1_T
スプレーガン	spray|gun	S_P_R_EY1|G_AH1_N
アゲィンスト	against	AH0_G_EH1_N_S_T
テールエンド	tail|end	T_EY1_L|EH1_N_D
メタルラス	metal|lath	M_EH1_T_AH0_L|L_AE1_TH
パーティクルボード	particle|board	P_AA1_R_T_AH0_K_AH0_L|B_AO1_R_D
サポータ	supporter	S_AH0_P_AO1_R_T_ER0
ポートマントー	portmanteau	P_AO1_R_T_M_AA0_N_T_OW2
オセロット	ocelot	AA1_S_AH0_L_AA2_T
テーマソング	theme|song	TH_IY1_M|S_AO1_NG
ファッジ	fudge	F_AH1_JH
リエンジニアリング	re|engineering	R_EY1|EH1_N_JH_AH0_N_IH1_R_IH0_NG
シーバックソーン	sea|buckthorn	S_IY1|B_AH1_K_TH_AO2_R_N
ターミネータ	terminator	T_ER1_M_IH0_N_EY2_T_ER0
エマージェンシーランディング	emergency|landing	IH0_M_ER1_JH_AH0_N_S_IY0|L_AE1_N_D_IH0_NG
アトランティックシーネットル	atlantic|sea|nettle	AH0_T_L_AE1_N_T_IH0_K|S_IY1|N_EH1_T_AH0_L
キャットカフェ	cat|cafe	K_AE1_T|K_AH0_F_EY1
タスマニアタイガー	tasmania|tiger	T_AE2_Z_M_EY1_N_IY0_AH0|T_AY1_G_ER0
アウトゥライン	outline	AW1_T_L_AY2_N
ラピアー	rapier	R_EY1_P_IY0_ER0
レチノール	retinol	R_EH1_T_IH0_N_AO2_L
クロシェ	crochet	K_R_OW0_SH_EY1
セルラーフロア	cellular|floor	S_EH1_L_Y_AH0_L_ER0|F_L_AO1_R
フォームローラー	foam|roller	F_OW1_M|R_OW1_L_ER0
ブラックコーヒー	black|coffee	B_L_AE1_K|K_AA1_F_IY0
ラベルシール	label|seal	L_EY1_B_AH0_L|S_IY1_L
デスクセット	desk|set	D_EH1_S_K|S_EH1_T
パルファン	perfume	P_ER0_F_Y_UW1_M
コンポスティング	composting	K_AA1_M_P_OW2_S_T_IH0_NG
ディスカス	discus	D_IH1_S_K_AH0_S
テクニシャン	technician	T_EH0_K_N_IH1_SH_AH0_N
アンプロンプチュ	impromptu	IH2_M_P_R_AA1_M_P_T_UW0
ポートアウト	port|out	P_AO1_R_T|AW1_T
ブランチ	brunch	B_R_AH1_N_CH
ヒンディー	hindi	HH_IH1_N_D_IY0
セルリー	celery	S_EH1_L_ER0_IY0
インシデンス	incidence	IH1_N_S_AH0_D_AH0_N_S
ドキュメント	document	D_AA1_K_Y_UW0_M_EH0_N_T
ゲートウェードラッグ	gateway|drug	G_EY1_T_W_EY2|D_R_AH1_G
シーフ	thief	TH_IY1_F
レースモニター	lace|monitor	L_EY1_S|M_AA1_N_AH0_T_ER0
ピエゾ	piezo	P_AY2_AH0_Z_OW2
アクスィジェン	oxygen	AA1_K_S_AH0_JH_AH0_N
モデュラーコーディネーション	modular|coordination	M_AO1_JH_AH0_L_ER0|K_OW0_AO2_R_D_AH0_N_EY1_SH_AH0_N
ワンマンショウ	one-man|show	W_AH2_M_AE1_N|SH_OW1
ハイブラウ	highbrow	HH_AY1_B_R_AW2
キャプチャーカード	capture|card	K_AE1_P_CH_ER0|K_AA1_R_D
デスク	desk	D_EH1_S_K
ロケットスタート	rocket|start	R_AA1_K_AH0_T|S_T_AA1_R_T
イオンビーム	ion|beam	AY1_AA2_N|B_IY1_M
コーンスターチ	corn|starch	K_AO1_R_N|S_T_AA1_R_CH
ウェブエクスプローラ	web|explorer	W_EH1_B|IH0_K_S_P_L_AO1_R_ER0
ゴート	goat	G_OW1_T
ホットヨガ	hot|yoga	HH_AA1_T|Y_OW1_G_AH0
デンチャー	denture	D_EH1_N_CH_ER0
メゾソプラノ	mezzo|soprano	M_EH1_Z_OW0|S_AH0_P_R_AA1_N_OW0
エコールドパリ	ecole|de|paris	IH0_K_OW1_L|D_IY1|P_EH1_R_IH0_S
ライトツナフレーク	light|tuna|flake	L_AY1_T|T_UW1_N_AH0|F_L_EY1_K
イオンチャンネル	ion|channel	AY1_AA2_N|CH_AE1_N_AH0_L
ポレミック	polemic	P_AH0_L_EH1_M_IH0_K
ワークシート	worksheet	W_ER1_K_SH_IY2_T
ウエールズ	wales	W_EY1_L_Z
アースマウンド	earth|mound	ER1_TH|M_AW1_N_D
ラブソング	love|song	L_AH1_V|S_AO1_NG
ランダムファイル	random|file	R_AE1_N_D_AH0_M|F_AY1_L
グリーンスキャット	green|scat	G_R_IY1_N|S_K_AE1_T
スパニングツリー	spanning|tree	S_P_AE1_N_IH0_NG|T_R_IY1
マシーナリー	machinery	M_AH0_SH_IY1_N_ER0_IY0
ヴァーチャルリアリティー	virtual|reality	V_ER1_CH_UW0_AH0_L|R_IY2_AE1_L_AH0_T_IY2
クラスタアダプタ	cluster|adapter	K_L_AH1_S_T_ER0|AH0_D_AE1_P_T_ER0
キログラムカロリー	kilogram|calorie	K_IH1_L_AH0_G_R_AE2_M|K_AE1_L_AO0_R_IY2
スコアレスドロー	scoreless|draw	S_K_AO1_R_L_AH0_S|D_R_AO1
コンチネンタルルック	continental|look	K_AA2_N_T_AH0_N_EH1_N_T_AH0_L|L_UH1_K
プロトコルアナライザ	protocol|analyzer	P_R_OW1_T_AH0_K_AA2_L|AE1_N_AH0_L_AY2_Z_ER0
モバイルフォン	mobile|phone	M_OW1_B_AH0_L|F_OW1_N
ケープタウン	cape|town	K_EY1_P|T_AW1_N
プログラム	program	P_R_OW1_G_R_AE2_M
フィジー	fiji	F_IY1_JH_IY0
ヒーリングミュージック	healing|music	HH_IY1_L_IH0_NG|M_Y_UW1_Z_IH0_K
テクニカルターム	technical|term	T_EH1_K_N_IH0_K_AH0_L|T_ER1_M
ファシスタ	fascist	F_AE1_SH_IH0_S_T
キディー	kiddie	K_IH1_D_IY0
パターンメーカー	pattern|maker	P_AE1_T_ER0_N|M_EY1_K_ER0
オーダ	order	AO1_R_D_ER0
パンチショット	punch|shot	P_AH1_N_CH|SH_AA1_T
アーバンライフ	urban|life	ER1_B_AH0_N|L_AY1_F
エナジェティック	energetic	EH2_N_ER0_JH_EH1_T_IH0_K
